source,entities/urls/0/start,entities/urls/0/end,entities/urls/0/url,entities/urls/0/expanded_url,entities/urls/0/display_url,entities/urls/1/start,entities/urls/1/end,entities/urls/1/url,entities/urls/1/expanded_url,entities/urls/1/display_url,entities/hashtags/0/start,entities/hashtags/0/end,entities/hashtags/0/tag,attachments/media_keys/0,attachments/media_keys/1,possibly_sensitive,conversation_id,context_annotations/0/domain/id,context_annotations/0/domain/name,context_annotations/0/domain/description,context_annotations/0/entity/id,context_annotations/0/entity/name,geo/place_id,id,reply_settings,author_id,created_at,public_metrics/retweet_count,public_metrics/reply_count,public_metrics/like_count,public_metrics/quote_count,lang,text,entities/mentions/0/start,entities/mentions/0/end,entities/mentions/0/username,in_reply_to_user_id,referenced_tweets/0/type,referenced_tweets/0/id,entities/annotations/0/start,entities/annotations/0/end,entities/annotations/0/probability,entities/annotations/0/type,entities/annotations/0/normalized_text,entities/annotations/1/start,entities/annotations/1/end,entities/annotations/1/probability,entities/annotations/1/type,entities/annotations/1/normalized_text,context_annotations/1/domain/id,context_annotations/1/domain/name,context_annotations/1/domain/description,context_annotations/1/entity/id,context_annotations/1/entity/name,context_annotations/2/domain/id,context_annotations/2/domain/name,context_annotations/2/domain/description,context_annotations/2/entity/id,context_annotations/2/entity/name,context_annotations/3/domain/id,context_annotations/3/domain/name,context_annotations/3/domain/description,context_annotations/3/entity/id,context_annotations/3/entity/name,entities/mentions/1/start,entities/mentions/1/end,entities/mentions/1/username,entities/mentions/2/start,entities/mentions/2/end,entities/mentions/2/username,entities/mentions/3/start,entities/mentions/3/end,entities/mentions/3/username,entities/mentions/4/start,entities/mentions/4/end,entities/mentions/4/username,entities/mentions/5/start,entities/mentions/5/end,entities/mentions/5/username,entities/mentions/6/start,entities/mentions/6/end,entities/mentions/6/username,entities/annotations/2/start,entities/annotations/2/end,entities/annotations/2/probability,entities/annotations/2/type,entities/annotations/2/normalized_text,entities/hashtags/1/start,entities/hashtags/1/end,entities/hashtags/1/tag,context_annotations/0/entity/description,context_annotations/1/entity/description,entities/annotations/3/start,entities/annotations/3/end,entities/annotations/3/probability,entities/annotations/3/type,entities/annotations/3/normalized_text,entities/annotations/4/start,entities/annotations/4/end,entities/annotations/4/probability,entities/annotations/4/type,entities/annotations/4/normalized_text,entities/mentions/7/start,entities/mentions/7/end,entities/mentions/7/username,entities/mentions/8/start,entities/mentions/8/end,entities/mentions/8/username,entities/mentions/9/start,entities/mentions/9/end,entities/mentions/9/username,entities/mentions/10/start,entities/mentions/10/end,entities/mentions/10/username,entities/mentions/11/start,entities/mentions/11/end,entities/mentions/11/username,entities/mentions/12/start,entities/mentions/12/end,entities/mentions/12/username,entities/mentions/13/start,entities/mentions/13/end,entities/mentions/13/username,entities/mentions/14/start,entities/mentions/14/end,entities/mentions/14/username,entities/mentions/15/start,entities/mentions/15/end,entities/mentions/15/username,entities/mentions/16/start,entities/mentions/16/end,entities/mentions/16/username,entities/mentions/17/start,entities/mentions/17/end,entities/mentions/17/username,entities/mentions/18/start,entities/mentions/18/end,entities/mentions/18/username,entities/mentions/19/start,entities/mentions/19/end,entities/mentions/19/username,entities/mentions/20/start,entities/mentions/20/end,entities/mentions/20/username,entities/mentions/21/start,entities/mentions/21/end,entities/mentions/21/username,entities/mentions/22/start,entities/mentions/22/end,entities/mentions/22/username,entities/mentions/23/start,entities/mentions/23/end,entities/mentions/23/username,entities/mentions/24/start,entities/mentions/24/end,entities/mentions/24/username,entities/mentions/25/start,entities/mentions/25/end,entities/mentions/25/username,entities/mentions/26/start,entities/mentions/26/end,entities/mentions/26/username,entities/mentions/27/start,entities/mentions/27/end,entities/mentions/27/username,entities/mentions/28/start,entities/mentions/28/end,entities/mentions/28/username,entities/mentions/29/start,entities/mentions/29/end,entities/mentions/29/username,entities/mentions/30/start,entities/mentions/30/end,entities/mentions/30/username,entities/mentions/31/start,entities/mentions/31/end,entities/mentions/31/username,entities/mentions/32/start,entities/mentions/32/end,entities/mentions/32/username,entities/mentions/33/start,entities/mentions/33/end,entities/mentions/33/username,entities/mentions/34/start,entities/mentions/34/end,entities/mentions/34/username,entities/mentions/35/start,entities/mentions/35/end,entities/mentions/35/username,entities/mentions/36/start,entities/mentions/36/end,entities/mentions/36/username,entities/mentions/37/start,entities/mentions/37/end,entities/mentions/37/username,entities/mentions/38/start,entities/mentions/38/end,entities/mentions/38/username,entities/mentions/39/start,entities/mentions/39/end,entities/mentions/39/username,entities/mentions/40/start,entities/mentions/40/end,entities/mentions/40/username,entities/mentions/41/start,entities/mentions/41/end,entities/mentions/41/username,entities/mentions/42/start,entities/mentions/42/end,entities/mentions/42/username,entities/mentions/43/start,entities/mentions/43/end,entities/mentions/43/username,entities/mentions/44/start,entities/mentions/44/end,entities/mentions/44/username,entities/mentions/45/start,entities/mentions/45/end,entities/mentions/45/username,entities/mentions/46/start,entities/mentions/46/end,entities/mentions/46/username,entities/mentions/47/start,entities/mentions/47/end,entities/mentions/47/username,entities/mentions/48/start,entities/mentions/48/end,entities/mentions/48/username,entities/mentions/49/start,entities/mentions/49/end,entities/mentions/49/username,context_annotations/3/entity/description,context_annotations/4/domain/id,context_annotations/4/domain/name,context_annotations/4/domain/description,context_annotations/4/entity/id,context_annotations/4/entity/name,context_annotations/4/entity/description,entities/hashtags/2/start,entities/hashtags/2/end,entities/hashtags/2/tag,entities/urls/2/start,entities/urls/2/end,entities/urls/2/url,entities/urls/2/expanded_url,entities/urls/2/display_url,entities/hashtags/3/start,entities/hashtags/3/end,entities/hashtags/3/tag,entities/hashtags/4/start,entities/hashtags/4/end,entities/hashtags/4/tag,entities/hashtags/5/start,entities/hashtags/5/end,entities/hashtags/5/tag,entities/hashtags/6/start,entities/hashtags/6/end,entities/hashtags/6/tag,attachments/media_keys/2,geo/coordinates/type,geo/coordinates/coordinates/0,geo/coordinates/coordinates/1,entities/urls/3/start,entities/urls/3/end,entities/urls/3/url,entities/urls/3/expanded_url,entities/urls/3/display_url,attachments/media_keys/3,context_annotations/2/entity/description,entities/urls/0/status,entities/urls/0/title,entities/urls/0/description,entities/urls/0/unwound_url,context_annotations/5/domain/id,context_annotations/5/domain/name,context_annotations/5/domain/description,context_annotations/5/entity/id,context_annotations/5/entity/name,context_annotations/5/entity/description,entities/hashtags/7/start,entities/hashtags/7/end,entities/hashtags/7/tag,entities/hashtags/8/start,entities/hashtags/8/end,entities/hashtags/8/tag,entities/urls/1/unwound_url
Twitter for Android,,,,,,,,,,,,,,,,False,"1,35838276859036E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01be351754bcbe13,"1,35840222576531E+018",everyone,3866438837,2021-02-07T13:08:23+00:00,0,1,1,0,es,"@marggiebeens Yo tengo 36 horas sin dormir, cada vez que me infectan Dexametasona para mi problema de EPOC, paso la noche en vela, pero es que no duermo nada, ayer me tuvieron que inyectar, por un exceso de tos y ya estaba pensando que me tenía el viros mortal, no me han dado mas síntoma.",0,13,marggiebeens,847146949,replied_to,"1,35838276859036E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,35829655788447E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ec4c32070f5076,"1,35829655788447E+018",everyone,142478264,2021-02-07T06:08:29+00:00,0,1,0,0,es,"La Dexametasona y Amikacina pican es todo lo que iba a decir, sigan en lo suyo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,242,265,https://t.co/v7i2Zy8zaa,https://twitter.com/doctormacias/status/1356236558014304262,twitter.com/doctormacias/s…,,,,,,,,,,,False,"1,35655316863366E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,0047c84e70b9501b,"1,35655316863366E+018",everyone,146223170,2021-02-02T10:40:53+00:00,0,0,0,0,es,Debe ser indicada la dexametasona en pacientes estadio IIb de la enfermedad por covid-19 es decir al paciente con enfermedad respiratoria moderada caracterizada por neumonía e hipoxia y al que está en insuficiencia respiratoria intubado o no https://t.co/v7i2Zy8zaa,,,,,quoted,"1,3562365580143E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,13,18,UNET,,,False,"1,35484044699698E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,006fa5d223223cfc,"1,35484044699698E+018",everyone,61469973,2021-01-28T17:15:08+00:00,6,1,0,0,ca,"Para el prof #UNET Fernando González se necesita 
 Remdesivir 100mg
Clexane 80mg
Dexametasona 8mg
N-acetilcisteina 600 mg
 cefmiaxona amp 1gr 
magnesio cap 
zinc 100mg 
vitamina C 1gr 
vitamina D 4000 und, ketoprofeno amp, gulaper jarabe, montelukast tab 100mg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,280,303,https://t.co/kmdud8ysbH,https://twitter.com/YormanRondon8/status/1354169445812490248/photo/1,pic.twitter.com/kmdud8ysbH,,,,,,,,,"3,13541694369122E+019",,False,"1,35416944581249E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,012a9ff7509f33b5,"1,35416944581249E+018",everyone,"1,10906791429503E+018",2021-01-26T20:48:49+00:00,2,0,1,1,es,"26Ene
Alcaldesa Nircia Villegas nuevamente apegada a su sensibilidad humana se solidariza con la donación d medicamento
En el despacho d la Alcaldía d Carúpano se otorgó a la ciudadana
Lusmenia Aguilar un tratamiento antigripal contentivo de bromexina acetaminofen y dexametasona https://t.co/kmdud8ysbH",,,,,,,16,30,0.8241,Person,Nircia Villegas,151,158,0.4987,Place,Carúpano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185,200,0.5343,Person,Lusmenia Aguilar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,35374997867877E+018",,,,,,012b6b2c110f0c21,"1,35376728948993E+018",everyone,"7,289588577169E+017",2021-01-25T18:10:48+00:00,0,0,0,0,es,"@la_patilla Hay que vender lo que tengas y a precio de gallina flaca..Carro,moto,nevera,cosinay lo q sea xq una bombona de oxígeno por decir algo ,está por encima de 50 $..",0,11,la_patilla,124172948,replied_to,"1,35374997867877E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,35128041535354E+018",,,,,,0198c6f108778b40,"1,35149717587699E+018",everyone,400846705,2021-01-19T11:50:10+00:00,0,0,0,0,es,"@CMonteroOficial Mientras aquí en Vzla te sacan los ojos por una bombona de oxígeno, la corrupción en este País es horrible.",0,16,CMonteroOficial,119758810,replied_to,"1,35128041535354E+018",34,37,0.9778,Place,Vzla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,157,180,https://t.co/HBJLVtlj4S,https://twitter.com/FaniaRodrigues/status/1351211961007165440,twitter.com/FaniaRodrigues…,,,,,,,,,,,False,"1,351318508962E+018",,,,,,01a73d6169f504ac,"1,351318508962E+018",everyone,2310533564,2021-01-19T00:00:13+00:00,0,0,0,0,es,"En el hospital central de San Cristóbal, los familiares de paciente con covit, pagan 35$ por una bombona de oxígeno. Liz para fuera y tinieblas para la casa https://t.co/HBJLVtlj4S",,,,,quoted,"1,35121196100717E+018",26,38,0.8151,Place,San Cristóbal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,144,160,DiarioDeUnGordo,,,False,"1,34913772708267E+018",,,,,,01be351754bcbe13,"1,34913772708267E+018",everyone,235131365,2021-01-12T23:34:34+00:00,0,0,0,0,es,"Querido Diario:
Hoy volví a dar 2 vueltas a la manzana, baje y subí escaleras, Auxilió siento que me muero y no tengo bombona de oxigeno... 🤪😔😋
#DiarioDeUnGordo",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,34883949991738E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,00ea87127fecbc28,"1,34896914696129E+018",everyone,2376524380,2021-01-12T12:24:41+00:00,0,0,1,0,es,@maguzes @OrlandoRPN Si se consideró la dexametasona es porque hay alteración en pulsioximetria ( sat entre 92-95%). (Fase IIa). Debe disponer del oxígeno suplementario.,0,8,maguzes,1062003870,replied_to,"1,34885658310785E+018",,,,,,,,,,,,,,,,,,,,,,,,,,9,20,OrlandoRPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,34806316299892E+018",,,,,,008eb02a542ac3d4,"1,34806316299892E+018",everyone,"1,17692288928891E+018",2021-01-10T00:24:38+00:00,0,0,0,0,es,Gano Aragua 10-1 a Leones out 27 finalizo.Caracas con bombona de oxigeno.,,,,,,,5,10,0.5037,Place,Aragua,42,48,0.8164,Place,Caracas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,0,16,SERVICIOPÚBLICO,,,False,"1,34798537773963E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a73d6169f504ac,"1,34798537773963E+018",everyone,113471800,2021-01-09T19:15:33+00:00,68,2,11,1,ca,"#SERVICIOPÚBLICO
Alicia Castro de Carrillo de 87 años recluida en UCI del Hospital Central requiere #URGENTE
Enoxoparina o clexane de 60 mg.  
Dexametasona amp 8mg Cefotaxime amp 1gr. Vancomicina amp 500mg. Vitamina C tab
 Vitamina D tab
 Zinc tab
 Magnesio Tabl
Colchicina tabl",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,108,URGENTE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,34796783199709E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a73d6169f504ac,"1,34796783199709E+018",everyone,79901097,2021-01-09T18:05:49+00:00,24,1,6,0,es,"SERVICIO PÚBLICO Para paciente recluida en UCI del Hospital Central se requiere con URGENCIA

Enoxoparina o clexane de 60 mg.  Dexametasona ampollas de 8mg.   Cefotaxime ampollas de 1gr. Vancomicina ampollas de 500 mg. Vitamina C tabletas
 Vitamina D tabletas
 Zinc tabletas",,,,,,,43,66,0.3281,Place,UCI del Hospital Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,34715402411882E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01be351754bcbe13,"1,34722382180012E+018",everyone,"1,28130083915665E+018",2021-01-07T16:49:23+00:00,0,0,0,0,es,Dexametasona *,,,,"1,28130083915665E+018",replied_to,"1,34715402411882E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,34658153441389E+018",10,Person,Named people in the world like Nelson Mandela,"1,08523251092403E+018",Juan Guaido,01be351754bcbe13,"1,34658153441389E+018",everyone,197964836,2021-01-05T22:17:10+00:00,232,4,48,1,es,medicamentos de Asmiria Acevedo :  Imepenem 1gr cada 12 horas por 7 días,  -Clexane 40mg 1 diario por 7dias  -Ceftriaxona 1 gr dos veces al día por 7dias. -Dexametasona 8g 3 veces al día por 7 días. -Remdisivil 6ampollas. - @MamaLisVzla @jguaido en Maracaibo necesito su ayuda,224,236,MamaLisVzla,,,,16,30,544,Person,Asmiria Acevedo,249,257,0.8729,Place,Maracaibo,35,Politician,"Politicians in the world, like Joe Biden","1,08523251092403E+018",Juan Guaido,123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,,,,,,237,245,jguaido,,,,,,,,,,,,,,,,,,,,,,,,Juan Guaido,Juan Guaido,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,263,286,https://t.co/Lxz7jU3Uku,https://twitter.com/Jvan0490/status/1346261360968151041/photo/1,pic.twitter.com/Lxz7jU3Uku,,,,,,,,,"3,13462613555155E+019",,False,"1,34626136096815E+018",,,,,,015e5397777769a2,"1,34626136096815E+018",everyone,150486867,2021-01-05T01:04:55+00:00,0,0,7,0,es,La universidad está en shock descompensada y sin nadie que intente darle un soporte.   Nadie le presta una bombona de oxígeno nadie le pasa un suero por una vía. Ahí está tirada hipotensa taquipneica desaturada en espera que dios por fin se la termine de llevar. https://t.co/Lxz7jU3Uku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,0,16,ServicioPublico,,,False,"1,34624787293791E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,015d19216c749864,"1,34624787293791E+018",everyone,229941901,2021-01-05T00:11:19+00:00,25,0,5,0,es,"#ServicioPublico | Para la periodista Beatriz Rojas se requieren los siguientes medicamentos:
Dexametasona 8mg amp
Ranitidina 150mg pastilla
Aspirina 91 MG 
Atorvastatina 40mg 
Budesonida en inhalador
04144137891",,,,,,,38,50,0.9937,Person,Beatriz Rojas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for iPhone,,,,,,,,,,,,,,,,False,"1,34404394057671E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,0044180c6370cf09,"1,34468084212847E+018",everyone,64855938,2020-12-31T16:24:30+00:00,0,0,0,0,es,"@SobralLaura También están cobrando casi 400000 pesos por el alquiler de la bombona, la carga de oxígeno,los manómetros, la mascarilla",0,12,SobralLaura,110769888,replied_to,"1,34404394057671E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,,,,,,,,,,,,,,,,False,"1,3440879954991E+018",123,Ongoing News Story,Ongoing News Stories like 'Brexit',"1,22070188817936E+018",COVID-19,01a73d6169f504ac,"1,3440879954991E+018",everyone,49486443,2020-12-30T01:08:44+00:00,418,110,3527,12,es,"Un médico amigo preguntó por mi salud y le dije que estaba obstinada de las ampollas diarias de dexametasona que me han inyectado (y las que faltan)
""Es mejor eso que estar intubado"", respondió.
Fue como una cachetada de ubicatex.
Gracias, doctor, en serio.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twitter for Android,259,282,https://t.co/4CbLldnNdM,https://twitter.com/HernandoAbreu/status/1342838279402631168,twitter.com/HernandoAbreu/…,,,,,,,,,,,False,"1,34285270334145E+018",,,,,,015cbec154ca1c9c,"1,34285270334145E+018",everyone,"1,15476775308305E+018",2020-12-26T15:20:08+00:00,3,0,6,1,es,"Esa bombona de oxígeno les permitirá respirar un rato más, pero nada más porque abandonaron el ejercicio de la política en el interior del país, todos afuera cobrando y echando físico. Pura vana apariencia sin ningún piso político, sin organización ni acción https://t.co/4CbLldnNdM",,,,,quoted,"1,34283827940263E+018",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
